expense_id,transaction_id,user_id,vendor_id,amount,currency,category,subcategory,description,business_purpose,expense_date,status,billable,project_id,tax_amount,tax_rate,created_at,submitted_at,approved_at
f31d1221-d063-4f04-ae7c-1e199d9a4e64,e5a52ebd-0cd9-48d4-b0cb-d6ba74252810,69aa5b37-63b7-43aa-9631-100c7c00ecdc,92acc2ae-cc6b-4b4c-ac63-5759b5f2dbd8,6447.2,EUR,software,rv,ex,outer,2024-09-25,reimbursed,True,8ff3254b-b9cb-444f-90db-f48aa30fe656,291.52,0.0157,2025-02-07 13:51:03.858967,2025-10-10 15:16:45.822609,2025-02-09 05:21:16.775063
0e6a4dcf-419a-477c-8b89-873cec2d27cf,338ee04b-0f65-4067-816c-23f19acb4a30,c7c4fe6a-d5bc-4b89-96fe-4b2f6d3b2634,8f6e8670-b9c0-495c-b00f-45e4e9bf5d28,8718.07,CAD,marketing,consumer,browsing,bath,2022-12-18,rejected,True,d2166e85-597a-4209-af2b-b42bc8b0da76,232.33,0.2369,2025-08-04 17:50:37.583625,2025-05-11 14:50:25.611997,2025-03-19 13:10:22.901629
e570e35b-4152-4198-87a3-8e30b7eccc45,8bab6721-c681-4945-a7cb-58082c0e61ca,61a64888-354c-40cf-8447-2ee8f58dbe88,51457e04-4eec-4720-83bf-a3b28975a620,6447.08,CAD,meals,contained,maps,craft,2017-12-28,reimbursed,True,3713eef2-741f-4d08-8dbf-b858fb6444fb,411.69,0.0857,2025-08-30 20:01:30.718793,2025-02-16 13:52:38.979362,2025-10-02 11:14:02.274962
91b1898c-39a2-4237-9c4d-1d754da54646,3e4f7ab5-9fea-49ee-98bd-362844062457,13394d45-81c8-4d80-965d-477edece7b38,88582d32-e437-4d15-8428-e6251336ca57,6460.87,EUR,other,kelly,minor,motion,2008-04-25,approved,False,7aed4b54-b7c6-44a4-bf54-9dd5fd20b6a3,326.31,0.1483,2025-11-29 19:29:19.886454,2025-07-08 20:53:39.377922,2025-08-01 01:39:28.977836
bee25a33-b3da-4d4c-8867-7c97bc75e127,1d3ac687-472b-4faa-aa3e-d28dbc4cfe51,6b66d800-33c5-4508-9fa0-85afe1bd0741,5490b3e5-6dc2-4eba-991f-6cd02b0803f6,6968.94,EUR,travel,strength,breast,tax,2009-01-15,rejected,False,1ed20f00-b745-468c-84c2-09beedc43bc4,841.91,0.1113,2025-04-19 15:13:20.120327,2025-10-01 18:12:42.220628,2025-09-14 22:32:53.251932
4f3a76f9-ecf9-404f-b64f-00669dbbd25b,388cacdb-e277-432c-a99c-7c63554a99ce,11ddfeb5-483f-4f43-874a-9978ff4476dc,b804bdd7-65e8-4dfb-a0de-fe6b60b0deda,3041.52,CAD,meals,route,constituti,series,2021-10-17,draft,True,fbe2566f-e559-4dfc-89b9-f38d98beac01,131.95,0.1973,2025-10-03 08:44:24.648984,2025-07-13 23:45:24.242671,2025-11-18 18:03:02.610838
d89dda6d-9a7b-46d7-8eb6-36605e9ba77f,8d057493-7648-4e83-99c1-1c681df3106c,4b8083b7-d3ac-4ca6-934f-f65ab7db44df,f6a505d8-94d7-4c32-a3f5-05a97f7052c7,1718.2,EUR,marketing,obtained,installati,ab,2003-09-23,reimbursed,False,1c1782b8-adb1-408e-b652-4995e6642e7e,260.01,0.1211,2025-08-08 20:10:49.099302,2025-02-09 20:58:04.643519,2025-12-07 08:57:53.551130
4dcbd5e0-8d56-46ed-a491-f3520c551d80,df62f916-62fb-4615-a3b6-3f5381c9d298,93895e38-03a9-44fe-a8c6-2ca7b0f3de9a,de1d03c4-d061-4558-b38d-130a10cd46a2,9707.27,USD,training,reputation,nights,kits,2012-01-15,approved,True,e3655b45-1fb7-49b3-90e1-08f2c1d82234,769.75,0.0118,2025-08-25 23:31:20.304380,2025-01-16 20:46:59.380837,2025-09-22 13:35:01.309105
672fcbed-65ec-47e4-9311-6356cdafc7da,270ece44-e9aa-489a-be54-1d65d9995203,17cc2679-950c-4ed8-a349-d1e7ba14bb12,b355c183-48f0-45ab-9647-e9070051c0f9,3531.86,CAD,travel,coming,leave,license,2024-08-16,draft,True,975dcede-79ea-4ad5-8189-19960180705b,455.93,0.0416,2025-12-02 02:51:40.199267,2025-10-15 21:34:29.977483,2025-10-29 02:15:39.196292
bd13dfb2-fa97-4907-9bca-98ae10866071,d4689a67-e77a-4eae-9e2a-4a149b6bbb48,ab329cfd-8f5c-4b3a-a82f-0790bec625ab,7d9bc43c-4522-49ae-9bfe-c42d792c2ac6,9241.39,EUR,marketing,vegas,enabled,subscriber,2002-02-16,approved,False,2ec53b09-2d6a-4e42-897d-f323191c75e1,711.81,0.0713,2025-12-11 18:53:18.408140,2025-10-13 03:52:16.996694,2025-10-27 14:42:36.208401
8b000d33-4f0e-4210-8cf5-e309973c780e,4078e0e5-d210-4cad-b506-c3513634f7dd,46f76461-d1c7-49c8-bdbb-533061eb69f7,58b98bb4-23f4-42b0-8dd9-a227a981edbf,9732.09,EUR,office_supplies,destructio,dr,meter,2016-10-05,submitted,True,f39b3253-72ce-4c69-be4b-451c9ec582f3,839.33,0.1732,2025-10-09 16:05:14.699262,2025-12-12 04:37:42.372451,2025-11-02 20:42:01.366542
424df3b6-7845-4dbf-8704-d2472cdffbf7,3b61fcd2-d0c9-4eec-995b-8555df159ad4,301d4fcd-8c34-4c48-b5b2-e89174923e50,794126e1-ce77-457c-860c-ee929dbc5e97,6663.89,CAD,office_supplies,epson,imagine,whenever,2023-05-11,submitted,True,76a8752f-f3e8-4c86-b9dd-39bc34eecc86,153.48,0.0595,2025-01-10 04:56:06.299038,2025-02-23 13:47:26.366032,2025-09-29 18:56:37.810753
ce5732dd-9cc8-4469-a387-1f76bc9f54d9,b7202db1-42af-4028-b3b0-30e8db1447c0,a6b24c4c-0119-4964-af97-9f6a929bcdbc,62534d47-5aca-4cfc-9e1d-3d2d4a99d6f6,412.47,USD,consulting,using,kennedy,exactly,2019-05-01,reimbursed,False,bc423bf4-2518-431e-abca-48a2cc7300d6,316.63,0.0316,2025-07-22 23:16:02.146243,2025-07-17 15:58:53.866415,2025-04-06 12:10:07.019055
0d80fdd2-9278-40d4-8e95-8f13e8b29dd8,9c40d961-6703-4a77-b39c-6e72ce915947,a5715025-06fa-4b89-aabc-ac32309521f6,cac1eecf-f869-4108-9177-5351da52ce52,2604.81,USD,consulting,weeks,isp,clear,2000-04-22,reimbursed,True,c5965d7f-27c6-4268-bdb7-807249a44738,184.5,0.1406,2025-09-20 08:30:08.593128,2025-06-12 03:20:42.181684,2025-10-17 06:26:44.148534
1ad87d7e-2143-49ef-bf21-b1adb380d64b,d8d06309-1ac8-4e4f-83f7-9571f84d90bc,2481485c-7bdf-4e1c-93f3-49d74a14f34c,73cf30b0-64fe-4b0f-81f6-68788baa0920,347.86,CAD,training,attacks,hub,ensure,2006-12-01,rejected,True,beb9d638-8446-4be9-b51d-c440026bed51,316.94,0.086,2025-11-15 04:45:25.018328,2025-07-03 04:17:08.052687,2025-05-03 10:25:34.720891
f10ab98b-2739-4cca-a719-dd4e80d9906c,85e5197f-b54b-410e-bb71-2e21c33d02d3,601aebd2-9f2d-4f64-abc2-ad4b64439088,9e31824f-bf2c-4c66-98a0-4f6472409775,3729.78,GBP,consulting,treated,improvemen,pacific,2004-12-21,rejected,True,c908fd1d-0b2c-4fae-ad68-6f2071160484,539.87,0.0406,2025-08-05 15:43:56.623757,2025-10-23 19:17:54.831900,2025-02-23 16:39:52.546742
4c01c48d-0351-4ea7-b838-98b3690f3656,15540c6e-1847-4d1d-a61e-9b7c8bf9981b,f5e843a2-c810-4fef-ab75-e76ee834be82,b8ac46c3-277f-4e9f-ba05-500c001751d2,3016.3,USD,consulting,making,compiled,rss,2018-03-13,rejected,True,c4717b2d-00bb-4b9d-84e6-39ac72633e64,920.43,0.1011,2025-03-29 18:14:48.792434,2025-08-09 01:32:41.435476,2025-07-24 01:01:50.172901
bf14805d-f106-4d72-bd18-9ccc0a4f606e,2dbd7966-d8f8-40a9-8c26-cf2a31b2aa0d,60f8a545-853f-4ce0-9f9a-c3b6b8202434,b15fde53-56c0-406b-8af2-0424d7a3e7a0,4994.67,GBP,meals,resulted,courts,latinas,2023-03-19,rejected,False,dc8870a1-49ed-4ca7-973f-85a8e9054b0a,145.38,0.1145,2025-12-30 15:01:14.313020,2025-06-24 11:13:17.123221,2025-07-02 15:38:56.722887
3d6568cf-06dd-4b39-9c16-025bf7dd72e7,44649188-60d7-44f2-ab54-5ff60aca0ffc,905bcef7-4703-4573-9dbe-3bf0046bbdaa,479a6d36-57b3-4f3f-9d63-5f5670ec5054,3202.86,USD,software,example,lot,bmw,2016-08-13,reimbursed,False,76b5824d-c468-41e3-8207-a427a08054ab,4.29,0.1846,2025-10-20 07:56:26.762016,2025-10-12 05:02:37.888722,2025-07-23 07:59:18.515894
9c1e7285-8f6c-44e3-951e-30fdbc194ab5,f2b46e14-e4b8-4ec5-b9b6-7948f88e81a8,2851989d-e017-4c60-ae3b-41ff9791a139,0ac88f1f-e87f-4634-a95f-73d56d8c2ad2,9756.03,GBP,office_supplies,encoding,nsw,missed,2014-08-09,draft,False,af25dfa9-e56b-43dc-8a2c-8a424d06e795,331.28,0.1764,2025-06-28 09:48:50.450063,2025-11-26 06:19:43.311919,2025-10-02 02:11:35.029621
f4188b88-5ab4-4cea-bae0-3d0c17cb8257,e1a72fe0-fe05-4b7e-ad7b-ea8a84f1f663,ea467b65-f12b-4ad2-bab4-568aed248357,948a700b-8ab9-4303-aa22-0189c17db537,4739.63,GBP,travel,chile,chris,revision,2005-10-03,draft,True,10b09cd6-9b90-43d3-a130-3a19dedfa6ac,289.83,0.236,2025-04-27 18:16:09.804830,2025-08-09 16:03:04.351878,2025-10-15 05:03:22.403570
1cc0f014-4153-4940-9903-a2a2628d294b,ca755f92-5863-4618-9569-0e6a595a5499,190b23d9-d16c-47b5-a7a4-891b96ce191b,2342c873-f7c8-4a33-a697-1bbfec921d67,9806.92,CAD,marketing,sat,starts,number,2010-03-06,submitted,False,bbb215da-69a1-45b0-94b6-ef3e261dfb39,573.73,0.0368,2025-02-20 04:47:26.660340,2025-08-12 01:41:03.598387,2025-08-01 16:15:57.216224
8c9a4159-f2d5-4201-a85b-ab9831b15dd2,1f8036fa-a8e5-47c7-8336-3c56f1dc3ffd,185e26f0-35fa-4ca8-b01c-f5db744672cd,21a0a6d9-629b-4d5b-b5e4-77ac6cb43638,5652.75,CAD,meals,christophe,views,williams,2016-09-23,draft,False,2fafdaca-1713-4353-97bb-0e2b68d26be0,906.88,0.1105,2025-07-19 14:59:15.812105,2025-09-05 16:30:32.720545,2025-11-15 04:12:21.190812
0e5d1f5e-7648-4890-b054-890e87ed9d6a,bb770e2c-96d2-4412-ba58-94b29dd80e49,a0d3dff2-3034-4b6a-b5c7-f31aa2bf6962,5703c5cc-9fb4-49f8-9b84-14781aad81ab,6891.78,CAD,travel,pcs,scan,rule,2017-12-18,submitted,True,cdd2b27a-2f28-4bc1-a684-6bd6b9c3460e,731.64,0.225,2025-06-29 03:12:27.624971,2025-09-16 03:45:01.024649,2025-04-28 18:50:30.897431
1cae3d44-31ac-41ea-aca1-bce5c5b8849d,8e133e8f-9817-4174-a1e5-fe30485fec71,921a94b4-a7e5-4b04-b0c6-6b7da3084940,a3b55a01-0590-49b9-9892-1e6be6ef5e7a,1395.09,EUR,training,documentar,tv,item,2014-01-09,draft,True,455b1b6a-359e-4e87-a835-38f6ae737f7c,550.96,0.077,2025-02-07 09:22:50.811868,2025-02-14 06:33:32.858776,2025-03-17 19:39:28.711796
f6ce8527-b596-4fdd-b09a-e81ab9773d94,af9fb6a8-9e5f-42bb-8a7a-8421f03b836f,b679bb43-0fe8-4019-9b47-d122c14111f1,22c0518a-bba5-4f28-b70e-a251324b67f1,4016.9,GBP,office_supplies,sterling,enhance,chain,2025-12-04,approved,False,ab499c84-cb9f-4a1b-abfa-7e148eab63ef,840.88,0.1115,2025-06-15 10:16:44.644079,2025-02-03 17:00:39.585743,2025-07-14 21:56:00.759278
2dab20b0-30dd-4b4a-80da-036607704eb0,718b8175-fe37-4c56-85c9-931b91dd20bd,5934a9e4-0382-474b-ad89-217401363c0d,a6fbaca1-7f2f-4ac9-a5a4-9c6f6fc8c6a7,925.72,EUR,meals,factors,five,regulation,2024-09-19,reimbursed,False,3e0faf5b-4c93-4009-8a34-b81d2a390ab4,55.03,0.1603,2025-12-04 04:32:07.314123,2025-02-09 07:35:43.310733,2025-02-26 02:21:52.662398
122c0177-c295-4dc8-af81-bafddb320e68,bd26dd57-b6aa-4961-a392-ebf0159f325a,70bb3a25-1da3-4f41-b8a0-d9f8367e5ce6,8f7f56c1-434c-405f-af18-b50d16ff9a18,5834.73,EUR,office_supplies,induced,homes,governor,2009-01-30,approved,False,d7e7dfd8-57d5-4dc2-8230-39984a5b3cf0,222.14,0.2339,2025-04-30 10:39:27.880587,2025-01-29 14:02:21.329155,2025-01-20 13:56:08.765732
d83d83ae-8bf1-42cc-b715-0caf9a1e5f68,afe2666e-c3e5-448e-963b-d8998bc1c9e6,79d3396d-560b-4394-8a74-b8d093bb505a,588b84ec-720a-4be9-9837-d7216f0b52bd,2779.99,GBP,meals,heroes,restore,had,2015-08-03,submitted,False,8c017af3-f20c-4877-93af-19a44346fb03,22.55,0.1346,2025-10-17 13:34:56.208801,2025-02-15 15:27:11.425369,2025-10-22 08:46:39.152801
27d441b2-1c49-41d1-b5f6-aeed0d8e226a,982bae53-2a91-4774-88ef-cf62bbb4875f,55c49c30-ca1e-4325-a1df-76604580edee,fde3f59a-e2cc-4aae-a3f5-3d124e39c713,4455.14,USD,travel,wash,fitness,sequence,2022-08-22,approved,False,5335fc44-8bd0-42c2-9cd6-d53cb2c5bb84,671.56,0.0218,2025-06-08 15:38:23.791312,2025-10-27 13:35:10.415374,2025-12-13 19:09:35.861485
830ca1d8-2230-48e0-adb0-b7ee4f7d1164,eff6477a-0b84-4eba-8181-92920a9ee1aa,4c699a3c-eb0d-438d-b7b4-af1a86d178a3,d76ff345-d4db-4c49-adbb-606618871aef,5118.36,USD,consulting,welfare,rhode,affiliates,2024-01-10,reimbursed,False,d4e78b7b-7a11-493b-bf6c-88c5b13ceef2,194.45,0.0794,2025-08-20 20:23:35.562404,2025-01-08 07:21:03.028587,2025-08-13 12:02:02.188416
66c568db-c61e-4dc0-b689-fc17e51b81f7,3f22e385-544b-4adf-aa29-ae5589f87969,7ad59518-c785-4a10-a100-232a73720ba9,5074bf68-e5ee-43d7-8a81-17c71bb4eb60,6051.17,USD,travel,producing,cosmetic,publishing,2016-06-11,approved,False,5425ffdc-abdd-462f-9449-960cff43d5c9,943.4,0.2271,2025-04-18 08:43:28.815477,2025-01-14 16:41:53.993660,2025-04-25 02:29:15.452186
663d368f-a027-47fc-bf32-3b1e86a7b356,e3e2cdfb-1fc1-4c3a-80e9-6f29083b2066,7e794bc7-6d3b-4e26-a78e-b2ee4bcf84f3,3d881ee1-3be5-4f4a-a6b1-24ad9e517c02,3611.29,EUR,travel,elementary,fun,exciting,2014-03-08,submitted,True,7c9901ce-64aa-493a-bdc6-41a8e42587b6,147.95,0.2135,2025-01-30 21:07:45.031824,2025-06-27 18:29:22.694683,2025-04-01 03:10:00.883183
b6bdcd32-4855-46fd-93b8-580ea0881489,8fcf340a-2a34-4c9e-8c30-b8bd5625fa3b,f85ab99e-7204-453c-834b-816750738644,a3d1c243-8588-46ee-befe-13b5757b1c3c,3696.93,USD,training,science,expensive,message,2015-04-01,draft,True,185a8da5-b143-4937-8247-22d303dd8d51,372.83,0.0712,2025-07-07 09:32:07.086821,2025-06-01 04:49:29.802211,2025-06-21 14:50:56.478948
cb397a3b-4361-42e2-bb4b-45ac8b9b1664,e3c68e36-8b7a-4f66-9d3d-8750ca6af24b,ef7a1460-5485-4a1c-b9fc-56132585e2a8,01b3ed1e-bae2-4125-9f7e-6a93e1fdfb43,3514.2,CAD,other,continued,craft,lawn,2024-03-14,approved,False,fee6d339-face-4e13-9333-902fd732e755,977.52,0.2186,2025-10-11 17:45:19.817152,2025-07-04 22:10:31.199368,2025-09-12 17:42:09.304183
3076928d-2d2c-4676-9944-2fd218c76511,b74995f7-c23c-4dae-a9fa-a11b3860c5c0,4f0e04a7-ecb9-4d94-8d25-540210d9409a,b804bdd7-65e8-4dfb-a0de-fe6b60b0deda,876.9,CAD,marketing,steve,boston,denver,2006-05-17,rejected,True,f39dd7fd-cc4b-47f2-a869-9b57ca4792af,727.85,0.1111,2025-03-17 00:54:50.534285,2025-08-13 05:42:55.221423,2025-03-08 18:05:26.750798
5ba31ff9-2617-4bd6-96f8-03182c9d3ca7,a83de886-03c5-44f7-aa5d-f6099d247d32,06205bb3-caa7-435b-8ab7-e6aef3158a4d,a3b55a01-0590-49b9-9892-1e6be6ef5e7a,9925.98,EUR,software,expenses,johnson,quality,2003-04-24,reimbursed,False,e7565edc-97aa-490e-89d7-87e3d7635ed2,803.69,0.0722,2025-01-05 09:34:55.694820,2025-06-26 05:21:25.539113,2025-12-26 20:03:33.561867
b14f55d3-7e45-47c6-8751-febf57548aeb,7768b299-f2bc-4d83-8723-6e9dce0090dc,953df9c6-a1b3-4875-a83c-88cfbd385dbb,3b29c066-aa36-40b7-99fa-af87d8edfbe7,8056.92,GBP,software,islamic,weak,app,2001-07-23,approved,True,576fc467-20d2-43f8-a1cd-e74f498e7690,970.36,0.106,2025-06-28 15:50:09.835000,2025-01-26 11:19:05.250933,2025-12-28 05:34:11.644981
a8d6ffc1-c5d6-492a-9638-92a7bc195780,4a453684-dc0b-418f-9390-4cb81b9c41c4,813459f4-8cb1-43ef-9a30-7bdf87e408d7,09f7ce85-5fe3-4c8d-930c-591b970323a2,8964.39,USD,meals,permission,potentiall,tiny,2003-03-15,draft,True,243929c3-09ab-4960-992b-ceb16ad65c9f,139.57,0.1468,2025-07-30 09:14:07.658414,2025-10-11 20:35:59.061509,2025-07-17 08:04:48.717775
ab44dcb1-1887-4574-8b02-b6d3d4271c28,8cbc6fe0-1df4-4247-9395-932cf9619c58,53339cd1-aed9-495a-bb8c-38a8e643036c,e0a6a3f0-3f2a-4ace-8716-81fc79aae361,861.69,GBP,travel,keith,du,notebook,2002-07-02,draft,True,0d26c770-bb70-4dbf-984a-b3b1d22b29c8,207.78,0.1187,2025-11-02 23:58:04.177049,2025-02-25 04:22:34.930888,2025-08-25 04:15:33.483238
f65118bb-9fc4-4421-bfe9-6d00a18c7abf,e754c1d9-4d92-4697-b61f-5242f9e50234,42501cba-e12d-43d6-bba8-c4ee28b3160e,18d84ba4-bee4-42d8-9ef6-58711a2743e4,8675.39,GBP,other,funds,blogs,paid,2025-05-17,rejected,True,0120fe5e-c43d-41cc-a55d-4a328bb40b27,986.64,0.0165,2025-09-19 22:56:14.798864,2025-10-30 16:00:44.134698,2025-06-02 18:06:13.391714
1a73582f-88ba-405b-8bc4-f8c7233033e8,fd59ebd3-57b1-4c2e-9b1c-d0de8e8c6b60,d9a16f14-909e-4ee1-8db8-944eea010d89,dd127418-3af5-4950-b6ab-415fa4ee4705,9600.99,GBP,office_supplies,drawing,franklin,transit,2021-12-15,rejected,False,7665c468-448a-4d39-95e3-bb44eb11b778,756.11,0.0221,2025-04-16 22:17:11.846341,2025-05-26 02:20:48.493181,2025-10-20 11:08:55.128419
2673b5f6-a68e-4f1f-843a-46f596dc2ff6,c7befc02-edab-4f33-a3b5-3e1db534a8cf,8373e75e-7e4d-4347-8a8c-8f8f4e9f9dba,0da5efc0-1dc3-4b32-9ef5-8bfa6d7342b0,4095.2,CAD,meals,breakfast,carpet,remove,2001-05-13,approved,False,e7f9b6d6-fb4d-41d9-91f9-d833b8cfea2c,914.41,0.1036,2025-06-20 17:37:36.171925,2025-02-04 00:43:19.870322,2025-12-30 15:47:42.432552
d5df03f1-549a-404e-b800-8f2c3b0cdcee,13cb1029-25db-40c9-ba7c-c4174419b731,3dfc5b44-3087-4f13-90ce-cc924dadd1a6,e76076e4-ba1e-4289-933c-a2d7f4e9a2a0,5558.58,CAD,software,expansion,ron,heaven,2021-12-26,reimbursed,True,02bf7e0a-2f63-45d5-a0bb-67a48a79f608,710.25,0.1888,2025-12-27 09:36:49.278546,2025-05-01 11:03:05.242191,2025-09-04 19:19:54.710473
6526eacd-b33b-4ba1-bf12-6da345926dc9,8fc36c9b-a5a3-460c-9f14-f9acd2d05782,8c16dd53-f537-4c73-bccd-dae7d777c8ee,01fcadf9-c807-4643-9c4b-a39e24972db2,1370.13,GBP,training,checking,charter,employers,2024-11-12,draft,False,4f5d9048-4446-4e2d-b974-b4b2406e1eca,186.01,0.0954,2025-06-26 08:44:44.379961,2025-04-11 11:48:32.631170,2025-03-19 10:23:00.367483
f99ddaef-2c79-423c-b70a-bf2fc73d62e8,73c0113a-63ad-4975-9ffc-c7fd70702aa7,c6afc574-e70f-4fc4-9b04-4044c66272be,5f5bcb19-2930-4fe6-bdaf-36e3e5a90333,5539.12,EUR,meals,continuous,bedrooms,derived,2011-03-09,rejected,True,670024fe-32e5-435d-9f90-0a78eec60187,42.23,0.2066,2025-02-01 16:31:41.908075,2025-06-10 00:50:53.641565,2025-03-20 21:43:12.303446
ea4f830a-e7ee-4cd2-98d8-b7374aa95f1c,0ac465b8-4455-4e81-94fd-bb3192938a88,c3d593a8-beca-4cb1-9a42-7df290228515,f3bfa2cf-ff97-4ed2-835b-167edefc8997,8346.02,CAD,training,ml,resulted,disaster,2013-07-06,draft,True,3c9da9cd-d769-4df9-bea6-286d2b0047c1,303.91,0.1398,2025-03-12 23:18:35.234685,2025-05-26 11:45:38.621167,2025-08-06 13:13:19.544571
78573e68-281d-4c32-9914-167feaddcda2,635fd2ed-327a-460c-a751-c23d4f5ab00e,1426b4e1-c35c-42c0-8093-bf82beca3497,2527afb2-3191-4abb-beec-86c265ba53e3,4635.05,EUR,software,louisiana,efficiency,agencies,2023-06-26,reimbursed,False,d4c4c725-9065-4fe1-92ff-c00d4f327850,26.84,0.0006,2025-11-01 01:09:15.717251,2025-10-24 20:29:10.623969,2025-11-15 17:56:10.568086
1f3fff45-6358-408d-878a-53e28f58ee33,fd1aa3f4-e9c5-4d99-8287-90b58a374a9d,02a6512e-094c-465a-abff-9a4b449c111e,14fe081d-9bdc-4028-99eb-6e36b9b5235d,2627.51,GBP,other,roberts,attributes,satellite,2012-07-03,reimbursed,True,1c22a2c3-a7d1-4276-95ca-683d0c8566a5,956.03,0.2086,2025-09-11 19:01:17.043427,2025-03-02 18:40:19.904007,2025-05-04 00:58:09.867023
1cf5dfbd-f730-45a0-9244-dcefc0a8527c,ecba812b-774d-4d3a-820e-a8a30dd9462c,b67cbb54-4c45-4a69-b05f-59eac53eec67,0ac88f1f-e87f-4634-a95f-73d56d8c2ad2,4725.94,USD,training,protective,etc,station,2007-12-30,approved,True,9b6aec09-f476-4725-8477-62dc4649c0d3,653.81,0.2232,2025-02-26 21:12:03.778124,2025-02-08 04:24:15.259071,2025-09-10 18:26:27.436908
f497ba24-b20b-46a9-b712-bc5a9486a942,f6b717d7-9be3-456f-b818-dac51cf64dc0,acb1c373-5037-4278-8641-e0883d9d5d1a,7a5cf319-042b-4b5f-9d91-0cccdc2bbc30,4172.15,GBP,office_supplies,throat,increased,tall,2016-07-16,rejected,True,1cc40eaf-e1d1-485f-962d-094fcfa6e43b,491.89,0.172,2025-05-24 16:07:55.372782,2025-10-26 02:11:10.939030,2025-10-01 08:12:44.956601
b596af6b-7c02-4b67-8b04-975d3004e7da,d50962b1-e852-48ff-ad1e-dee1d336e16b,fa1783e1-f1e5-4c03-b61d-e6f49df800cd,cac1eecf-f869-4108-9177-5351da52ce52,2448.26,USD,other,complexity,iran,intent,2024-11-29,submitted,False,da740ee3-8892-4244-8c9f-3b8c5fef3fec,119.35,0.0693,2025-01-30 10:26:36.057929,2025-04-14 22:19:44.768781,2025-05-24 21:51:24.789432
0e33270a-8408-4739-aa87-772dbcc9fb33,72251555-49e8-4930-9d6e-b6846cd454b6,d1d81203-7b64-4ed5-ba6c-64f1053151ce,bfceedb2-4c6b-486e-9c0a-1debe4222fc1,9943.34,EUR,consulting,facility,plug,producer,2019-05-10,draft,True,8cc7e2b2-1634-4f75-b0b6-9ee19a3ecb16,66.72,0.1864,2025-11-03 22:04:00.430184,2025-01-20 19:40:02.997500,2025-04-21 01:14:10.429741
d4913bf1-3292-4103-89e4-a95e4d6b01d8,46446231-eafb-4f3d-afcb-da85257cb702,21b07ad5-be9f-4af2-b809-7cc6a2b8331b,8aa0fe4d-6873-4ffa-b067-81e17956164c,5811.08,EUR,marketing,diego,reliabilit,agree,2024-11-03,approved,True,37fcf502-cc82-4a8c-8032-1f49ff12963e,565.57,0.2171,2025-02-21 17:29:06.034624,2025-01-22 09:17:59.448804,2025-07-08 17:36:35.607593
0f582d71-fdfa-4206-a996-a14f9d7e871c,ac5d3fd1-255e-4031-9555-3335f7026a4a,c759deb1-ae92-4bdb-8a89-20c862a14fb1,0f3e9a5f-c697-4d30-aeeb-c39658132afc,6280.33,CAD,training,bulk,head,gratis,2004-03-17,approved,False,6258126c-be51-43dc-ba0a-0743a4a394c6,476.04,0.1736,2025-01-03 09:46:16.773885,2025-10-02 22:41:58.690134,2025-11-16 20:14:20.531073
1c188a61-0aaf-439f-9f17-ab2d5ea9d580,36f8c968-ae92-42c0-9077-d462aaec0a42,8d4b08e5-c44b-44ad-9f2f-a24717f58572,3d881ee1-3be5-4f4a-a6b1-24ad9e517c02,1196.72,CAD,other,kb,appliances,looks,2001-06-09,rejected,False,6f9fbf2c-abbd-42e0-9683-95b560350341,512.53,0.1438,2025-07-08 03:32:38.750731,2025-08-30 11:02:48.001742,2025-11-22 18:53:10.107590
e737ef99-0a69-4efb-baf2-f8275a68981b,7746bbb6-3d33-42d4-8fc0-fe15a28d5e70,76cb0043-8b11-4c0f-8ff8-6936a479aa18,471e566f-c8ad-49f4-9321-826c99380769,8452.96,EUR,travel,tonight,lewis,advantage,2010-04-20,approved,False,908fed21-716d-4d5d-9a96-b1a409c70e39,162.85,0.0146,2025-11-30 00:20:58.024665,2025-12-16 22:45:18.804752,2025-08-20 17:45:36.057696
baf7a10c-520d-4b6d-8b9c-c3cca016ddca,632df078-a2d1-433d-9922-670074d092c5,6f6c9415-b361-44e9-8b3e-5c04b4b86018,ad2d648b-190c-4437-8e26-18fad978722b,3197.49,USD,other,identifyin,already,lb,2006-11-21,draft,False,729cee06-06dd-48c6-b0b6-82f39767411b,878.32,0.0339,2025-01-29 07:56:37.246411,2025-06-25 20:42:53.770629,2025-04-23 00:44:06.880536
a1379fd7-f7cc-4bb1-b9a3-5e4a5ecd6c7b,6a076578-8173-4c05-9146-0e9ca70ee7e1,c0c0dadb-e691-4333-acca-f5648cfb7d6c,c267c60b-3505-4ab1-8b2d-564ed7060684,1633.93,USD,other,securities,schemes,kiss,2004-02-15,submitted,True,6befef80-fd9a-40b9-ba3d-4b64578db627,272.67,0.1049,2025-10-19 22:18:18.617337,2025-08-03 17:04:13.267093,2025-01-06 19:01:27.122902
e383ef63-7509-49d0-bca0-56a8807eb187,7231506b-2634-4ebe-9f72-068fc277fd97,67042032-c7e7-4c06-83f9-3ac3b24b25cb,cac1eecf-f869-4108-9177-5351da52ce52,9121.13,USD,other,modem,outlook,reasons,2012-10-04,draft,False,6f7e7435-c56c-491e-8ceb-5b9c66fd532e,355.98,0.0725,2025-04-14 02:03:26.523598,2025-08-13 18:24:30.006669,2025-06-23 16:39:07.888555
