invoice_id,vendor_id,invoice_number,amount,currency,tax_amount,total_amount,invoice_date,due_date,status,description,payment_method,paid_date,created_at,approved_at
ea0f2b14-8433-460c-86dd-7eed59d29ba0,3bca0767-1fe6-4e81-ad16-19b4797631a4,biography,47085.85,CAD,3032.84,27871.31,2005-08-30,2014-07-06,paid,cards,ach,2015-01-21,2025-07-16 15:40:19.175719,2025-09-09 16:31:07.268505
3252d6be-378d-4fa0-8139-97960ed23da2,746f7863-1c01-43de-bdd3-592f6c7f7a05,grants,3767.73,CAD,2256.46,18502.0,2017-08-01,2007-05-25,cancelled,babes,ach,2016-09-28,2025-03-05 08:06:19.035132,2025-12-03 07:19:23.233059
3f356409-dcb9-4c0b-a565-4a16bbe14a47,c54949f7-efd4-4673-843b-d1f7501a71ea,date,20971.62,CAD,461.12,51364.41,2023-09-18,2016-12-20,approved,journal,card,2018-10-01,2025-11-15 23:40:14.687369,2025-08-15 13:57:30.278621
ad3320c8-3d11-4f55-ac4d-0adec5766f31,e11c8145-ffb1-49b2-9933-4c0d95f44509,dealer,34801.31,EUR,4286.39,16237.77,2022-08-14,2014-03-15,cancelled,guard,check,2007-06-04,2025-08-27 02:43:35.855197,2025-01-21 21:38:20.172997
2f99bab1-da0b-4e85-98bc-184895441293,1a900138-0b5a-4ffc-b81d-326bb0ed87e7,usc,26032.04,GBP,2036.24,41118.28,2010-07-29,2019-01-21,pending_approval,steel,check,2025-03-26,2025-05-17 12:45:48.077477,2025-12-14 11:47:52.184708
2c501ecd-8c97-445c-a698-d392d17bd9c3,e76076e4-ba1e-4289-933c-a2d7f4e9a2a0,doubt,41496.2,CAD,3152.39,42813.21,2003-03-30,2002-09-04,pending_approval,evil,card,2021-07-30,2025-11-15 06:09:16.761310,2025-08-18 13:37:47.123641
399bda2a-eaf1-4733-a863-456e2906e356,c68683fe-e5bb-43c3-a2d8-f6661091b59d,pick,16940.84,CAD,2461.88,21812.76,2021-07-08,2006-07-28,cancelled,legacy,check,2010-06-24,2025-07-27 17:51:44.236578,2025-08-09 14:08:05.649647
6aade668-28db-49cb-a18e-4bac639d7ae5,5074bf68-e5ee-43d7-8a81-17c71bb4eb60,towns,21825.03,CAD,3953.66,2645.08,2024-04-04,2013-06-08,paid,developers,check,2015-01-21,2025-11-02 17:30:57.447555,2025-11-23 20:09:40.438985
cc2516fe-0e9d-45b0-880e-21b2cfc0ce8f,f69da832-6e02-4eee-8577-0cd76f7f847e,bmw,34714.95,USD,582.56,7170.38,2009-06-25,2013-01-31,paid,thru,ach,2001-02-11,2025-07-09 13:21:07.301925,2025-01-27 05:47:13.299801
b6f7362e-516f-4844-ab65-7edc82a4a574,82f56f20-40c9-4736-a1c5-73b7d701fe36,probabilit,39037.31,GBP,89.84,2414.5,2017-10-28,2010-02-26,paid,teens,check,2010-01-09,2025-03-18 16:27:59.059530,2025-01-16 21:52:27.758290
c7bcc5cc-3990-48c8-85ff-4c76ec38ba88,32b94782-9ae4-41b6-a446-0ea7bf6180dc,honest,9727.63,CAD,4951.29,28662.09,2000-03-03,2018-04-30,paid,indicates,card,2003-04-23,2025-06-30 15:14:56.103968,2025-01-16 09:00:34.029358
1b63d4a8-5eb6-402c-866d-9733e3b5ea37,0cb0340b-6bbc-4fc0-b62e-c74c36d89425,revision,10238.79,USD,1952.95,48661.22,2018-04-14,2020-11-19,paid,aka,ach,2022-06-17,2025-01-11 12:16:20.440681,2025-03-17 13:35:01.823914
4855370c-dcd2-4e5f-b489-8dbb92477fc1,ee354a26-886a-4f83-9669-b530692b5828,missing,4510.15,EUR,4356.18,1597.1,2000-05-31,2000-09-23,overdue,circuit,card,2023-07-30,2025-06-08 17:49:58.555726,2025-11-28 02:51:09.410971
757493d7-985f-43d3-9dab-9967b023a520,a2ee3ccb-e227-48a2-a476-a43c7470dc5e,refinance,7784.19,EUR,2278.14,17688.76,2004-09-27,2017-08-12,overdue,lucky,check,2007-07-05,2025-10-20 14:28:52.411796,2025-12-17 08:53:38.125743
6ce22605-0f21-481f-9bbc-d7de1d29ef9d,b8ac46c3-277f-4e9f-ba05-500c001751d2,doc,37283.55,EUR,499.73,9735.4,2021-10-05,2023-07-25,paid,supply,ach,2001-03-30,2025-10-19 12:05:13.632365,2025-02-05 03:43:05.402363
0c5974d2-5d49-4964-aa61-e8c1d9aacc19,a6fbaca1-7f2f-4ac9-a5a4-9c6f6fc8c6a7,doing,11008.34,EUR,4487.47,19633.16,2021-05-06,2017-11-04,overdue,connected,wire,2016-02-04,2025-05-16 07:51:32.309587,2025-04-21 05:27:39.226890
cf0b0ce3-6ae9-48d0-906e-5bba3eed4289,a80ebe3c-6312-4f65-ad75-f57419d22326,products,40888.14,CAD,2545.38,10168.87,2020-04-03,2011-02-10,cancelled,assumed,ach,2020-01-14,2025-10-17 08:32:45.073871,2025-02-10 09:17:16.891941
221c48f2-6c03-45ed-b997-77275a75fcc1,1e592914-6d14-4a7f-8895-be0fcba99b13,precision,28644.87,CAD,2426.93,46624.0,2000-06-27,2021-10-26,approved,strategic,ach,2015-11-09,2025-08-17 05:08:09.016715,2025-02-05 14:00:43.174263
d13ac6cf-0d64-47e4-a58e-8707087161a2,b8859abb-826f-4991-9b5d-e2203a9bafae,flag,21281.23,CAD,2806.85,49642.74,2019-05-10,2005-08-14,draft,everyone,ach,2002-01-14,2025-10-29 14:16:52.727367,2025-06-13 11:17:46.746281
0e3318fc-1baa-4be1-8c14-13234655c285,fa11ab23-5072-4507-a196-25292f966022,dollar,31096.82,GBP,4919.6,45743.4,2022-01-07,2014-05-21,pending_approval,push,card,2006-09-06,2025-10-20 10:06:36.765278,2025-03-27 05:30:43.284075
48fbc932-e3c0-4c64-8c70-cb13f36c07b6,7a6e8094-62cd-4c05-8f02-f23d1a902181,cause,14591.0,USD,4815.65,6458.99,2006-03-27,2012-02-18,cancelled,motor,card,2011-12-19,2025-12-30 12:58:12.302552,2025-06-13 12:06:33.838404
6d341c26-0614-4461-a956-2ee67658b13e,13c7d336-fe9b-4228-a61f-eb341a8a1a62,book,15269.91,USD,2772.65,43680.24,2005-01-14,2000-10-22,approved,defined,card,2024-01-16,2025-09-13 23:39:30.863916,2025-03-21 12:29:40.183002
1e14f4bc-ba94-4422-8e42-6447e0e60904,794126e1-ce77-457c-860c-ee929dbc5e97,specialist,49258.83,CAD,3901.22,18909.25,2002-06-13,2001-10-01,overdue,limousines,ach,2014-12-31,2025-01-17 09:51:22.992004,2025-09-25 19:00:19.048090
b8c396a4-c9dc-4f13-906f-88871f964917,a1de5adc-b856-4217-92d6-9168daa94eaf,implementa,11947.54,EUR,4314.17,50208.56,2014-05-23,2000-12-14,draft,towards,card,2015-11-12,2025-09-27 15:42:51.751312,2025-07-30 09:44:48.039055
593a3757-4c14-41a1-87eb-577e88f12f0b,a83c8387-db08-46c1-948c-0c6dbe936298,interactio,36859.24,CAD,2643.04,22469.4,2025-10-11,2024-10-04,approved,cause,card,2008-09-20,2025-12-17 07:45:55.574912,2025-03-09 19:59:49.835980
64b37ef7-8937-4f7b-bf38-bb1c718b5d7d,f3bfa2cf-ff97-4ed2-835b-167edefc8997,investors,10676.84,GBP,3225.68,33836.52,2015-04-15,2013-09-06,cancelled,week,ach,2021-03-22,2025-07-14 10:43:44.897838,2025-08-28 15:42:54.481393
09793b24-9fa2-4840-9abf-6fce1ec026c8,495589ec-fea5-465c-9421-d978e0e07070,fund,6294.44,EUR,512.37,20443.9,2019-03-29,2025-01-05,paid,referral,wire,2017-06-07,2025-06-18 03:12:41.593763,2025-05-21 00:06:03.465956
40c486bf-f781-4274-b19f-6b6b9763150b,ad2d648b-190c-4437-8e26-18fad978722b,strap,34586.28,USD,90.27,45241.9,2000-05-01,2024-06-03,pending_approval,chevrolet,check,2014-08-02,2025-02-27 22:54:33.802269,2025-08-18 20:21:59.051755
3b4f679b-3e39-4846-8b22-49de4c41933c,4e328432-1992-48b0-af15-1661737890be,better,25419.23,EUR,4965.95,31988.32,2017-08-25,2019-08-18,overdue,mars,check,2005-03-27,2025-02-06 00:14:03.181854,2025-04-09 23:34:00.758376
3ba53426-6e89-4d9a-a042-61a8d7b9cd96,22bfad76-c3e6-4156-b98a-2b8c5bf32aa6,projects,3335.51,EUR,1446.75,31617.4,2014-08-16,2011-09-16,approved,diamonds,check,2009-02-21,2025-03-07 00:17:29.994085,2025-09-13 13:29:25.700679
44934bb7-691c-40da-b8aa-2600ce186aeb,dd127418-3af5-4950-b6ab-415fa4ee4705,secure,46754.58,USD,3573.26,24975.63,2024-10-25,2006-03-19,paid,excerpt,ach,2025-06-28,2025-01-28 13:59:34.137219,2025-01-26 08:05:22.894178
a4f0038e-0859-49fa-bbe0-421bad094d41,b355c183-48f0-45ab-9647-e9070051c0f9,turn,12836.68,USD,4036.62,22216.74,2002-08-28,2004-05-11,overdue,sciences,ach,2017-04-17,2025-03-30 15:35:16.606218,2025-02-25 08:52:15.030943
99e80445-1f30-40ba-ae8c-e86d6d0ca911,8f7f56c1-434c-405f-af18-b50d16ff9a18,nancy,29932.73,GBP,2863.94,51848.24,2012-07-19,2009-10-07,overdue,recently,ach,2018-06-06,2025-06-30 11:04:32.953663,2025-11-21 04:36:40.937295
1cc7e551-eaf3-4b19-bb67-5c1517b98954,fea09676-93f5-4efd-b7ce-183cd38ea00e,waste,21094.82,CAD,3122.42,44463.05,2011-07-14,2004-09-07,draft,engineer,ach,2015-05-02,2025-07-10 02:29:44.526283,2025-07-14 16:48:02.941603
f246bfde-4e60-4c76-a98b-57941b5c449a,42b54569-8f13-452e-84dd-f4d3a6bb9e8e,march,43492.04,CAD,3283.86,45682.49,2005-05-06,2008-03-18,draft,kits,card,2001-04-17,2025-02-14 23:29:37.497513,2025-01-04 13:39:00.833881
8d2551ac-4897-4d17-8570-9727e66a848c,5490b3e5-6dc2-4eba-991f-6cd02b0803f6,hrs,32123.29,CAD,3797.47,41056.44,2013-09-11,2009-11-18,draft,outlet,check,2024-07-15,2025-03-22 12:31:36.175399,2025-11-01 09:14:39.519319
00b1f546-8976-47b6-b71d-135ce166cac7,e3b5760e-2bfd-4150-928f-cef971018d8d,small,33827.84,EUR,3805.42,46995.7,2003-07-06,2007-05-15,draft,content,card,2007-02-02,2025-04-24 21:33:15.670390,2025-03-10 05:01:38.735382
74ab4742-8aaa-4528-87b4-2611a9d5c493,8f6e8670-b9c0-495c-b00f-45e4e9bf5d28,costa,4573.77,CAD,2611.06,8070.44,2016-07-23,2004-03-27,cancelled,decades,ach,2019-07-28,2025-02-13 14:20:37.039795,2025-07-17 15:33:20.795103
451ea79e-8f33-4717-9a6b-509244db2bde,a901338d-5773-4ae6-bca5-1604e9edb12c,codes,39198.18,USD,2896.4,35059.06,2020-07-01,2018-06-30,paid,mystery,check,2002-10-16,2025-09-06 04:22:37.535892,2025-04-22 12:12:09.568198
b0c505ef-e668-4763-90c5-50c817919fce,7a6e8094-62cd-4c05-8f02-f23d1a902181,mental,28481.18,USD,734.66,31137.16,2012-10-29,2019-10-27,approved,fixed,wire,2018-04-19,2025-05-23 00:48:07.796666,2025-08-19 05:00:48.367523
c76322c0-a5f0-4ea3-ac03-30b7dde5da7e,00f9c6fc-7232-4092-9a0a-62dd828dffa8,flows,14790.93,EUR,3861.5,48814.88,2009-06-02,2005-04-14,paid,offer,check,2003-05-16,2025-04-11 09:20:29.094819,2025-04-20 18:21:53.330301
c1f7cf2a-fba0-4d5d-9cb2-219593f268db,072653db-9cff-427b-be1d-75e3e897c385,article,28517.13,CAD,3961.49,47140.22,2016-03-22,2003-03-19,overdue,fax,card,2001-07-08,2025-08-05 04:35:00.849666,2025-07-31 18:09:10.672729
2418e7be-ef6f-4262-99ad-1ed79c4cb6f2,266aa103-af99-45cf-bd71-c2dfcf42264d,publisher,47669.1,CAD,4452.7,6048.68,2007-02-23,2001-12-07,cancelled,photograph,wire,2011-05-12,2025-02-05 06:47:02.017466,2025-06-04 03:32:05.088267
92263e26-279f-4436-95d2-d3899f285904,9c804df0-42d8-4f35-af6d-1cecaa8cef01,visitor,41975.4,GBP,4035.39,12344.23,2000-04-26,2006-09-20,paid,downloads,ach,2017-03-27,2025-03-27 06:45:28.341740,2025-04-10 07:05:12.708256
de52d54d-1e2d-437c-b626-e75f713c1a7f,f3bfa2cf-ff97-4ed2-835b-167edefc8997,takes,39048.35,USD,3881.34,23700.12,2005-02-14,2004-10-31,approved,factor,ach,2007-07-21,2025-05-11 19:54:32.054227,2025-01-05 14:46:04.850784
7e1e0526-4281-47b4-a969-eb2eeb442271,748401e5-69f4-4788-9140-40041afbb0c3,lawyers,28239.37,USD,4803.14,3107.01,2008-11-03,2013-05-15,draft,samples,ach,2022-06-03,2025-02-17 05:28:43.825339,2025-08-30 06:08:39.320639
6cb27deb-fd34-4e8f-85d1-4242ff8ab570,3923e423-3ae9-417e-b654-d7b9fec70dee,receiver,31148.67,USD,114.8,30729.18,2016-09-25,2011-10-18,cancelled,lot,card,2008-06-24,2025-12-18 03:09:51.728522,2025-06-28 20:32:00.688171
76d39f66-462a-424f-b2cc-c8826dc10bef,01931e8c-4b02-4c7b-a1bf-a72c868e8690,small,7834.54,USD,3201.2,25199.26,2022-09-27,2000-07-10,draft,manufactur,card,2001-01-26,2025-12-02 18:24:00.221478,2025-01-18 18:33:04.012269
31de5777-430c-4496-8da0-ad5a5fc5884c,09f7ce85-5fe3-4c8d-930c-591b970323a2,webmaster,20943.41,GBP,4458.04,35342.28,2000-07-08,2021-05-11,draft,excel,wire,2016-12-02,2025-05-23 05:21:34.177055,2025-03-11 21:23:22.399238
461489db-9f9f-4e04-97d6-7c6d65cf88bb,ca627b9a-3c03-44b4-92e8-aeb2f444b223,identity,8778.34,USD,1079.53,30935.12,2021-12-22,2005-05-10,approved,se,ach,2000-08-11,2025-05-16 16:11:06.698617,2025-08-02 07:38:09.027477
b30c2fd4-ca6b-441a-9733-d1a904ab6dac,82939fef-e74c-44f4-9f34-11d556ee8aaa,carrying,49735.12,EUR,1140.55,33409.54,2005-12-09,2020-09-06,approved,sc,check,2002-02-20,2025-07-02 23:53:44.029875,2025-08-22 00:55:17.592799
1d70c5a4-18b2-4cf0-98b6-67f1e2b757bd,2787912a-825f-49a5-83e8-ae6f8bb3ac51,advisor,16356.33,CAD,3312.72,49941.51,2012-04-14,2017-05-03,pending_approval,lecture,wire,2011-02-26,2025-11-11 00:59:50.317323,2025-09-30 22:35:13.938617
6fb5c8c7-8a27-4875-955f-06d868129a7e,3bca0767-1fe6-4e81-ad16-19b4797631a4,greg,32544.46,EUR,4492.61,28659.45,2025-12-29,2024-08-13,draft,california,ach,2010-11-29,2025-05-10 14:40:12.850314,2025-04-26 19:51:05.530093
eeb79eba-922d-49e4-b306-6dbd17b878e5,266aa103-af99-45cf-bd71-c2dfcf42264d,moving,32897.23,USD,2805.77,1060.71,2024-01-11,2006-08-09,cancelled,cnet,wire,2024-10-25,2025-04-17 19:31:32.748843,2025-07-12 14:46:09.461444
f33eabaa-7b74-436d-8f9e-387b482e64c0,6e21f339-3403-4584-92ec-58dfb563115d,enter,40956.77,CAD,1423.51,268.67,2020-04-21,2002-02-10,approved,creative,card,2018-04-14,2025-09-15 14:36:17.759291,2025-08-31 07:40:59.754352
54f3ea0c-195d-4b71-85a2-13ddcac469dd,e4cd0608-2300-463e-880d-24b861378d40,running,17299.68,GBP,2037.36,36530.7,2011-07-04,2021-03-17,cancelled,supported,card,2010-09-25,2025-02-07 15:44:51.260817,2025-12-29 03:35:53.077362
134f855e-6235-400b-b9d4-1fc3018d05d4,5b27bc27-3e23-400d-b7a5-2989107a0fa5,recognized,49081.74,GBP,4511.24,31188.1,2012-03-12,2001-05-22,cancelled,bar,wire,2022-11-07,2025-10-01 18:59:38.478761,2025-09-08 06:48:53.959914
d53a46a3-4370-4e43-bdc9-366fd62972f2,3c5a35cd-5396-4ce2-af5b-b5aa4fa12cbf,mrs,21764.0,CAD,149.7,44271.73,2013-07-04,2022-03-13,approved,coaching,card,2011-02-13,2025-12-11 06:08:03.188103,2025-07-19 21:15:16.357659
ca62e881-62f5-4b50-88ba-ae93afa173da,2787912a-825f-49a5-83e8-ae6f8bb3ac51,cities,39225.39,GBP,2031.15,41994.48,2011-07-09,2016-07-16,approved,completely,wire,2014-03-08,2025-12-22 22:25:09.728309,2025-05-12 20:09:10.959914
be83820c-95ad-4bea-8d35-427b03bf5b21,922580b4-0f8f-4cec-9636-db9eb206c70a,finding,27270.57,GBP,733.06,36384.43,2018-10-28,2020-08-02,pending_approval,requested,card,2002-03-18,2025-06-23 17:35:47.202449,2025-02-25 21:38:08.724438
19e7f22b-5312-4dd9-94b4-2c2cb32933d6,01931e8c-4b02-4c7b-a1bf-a72c868e8690,lung,4765.52,GBP,2753.07,31552.94,2014-07-06,2006-04-22,cancelled,fiscal,wire,2015-10-19,2025-01-17 19:34:38.989932,2025-04-11 04:25:50.824313
2e9d2c61-677f-4fa3-86bf-375e02bcf83c,7a2c204c-d714-4663-a069-b6db222ad5a4,seattle,17301.4,USD,3151.76,50798.03,2017-01-09,2021-01-03,approved,twin,ach,2019-04-17,2025-11-30 18:18:47.763935,2025-07-06 17:59:56.677293
162a91eb-98c0-4cbf-a913-ec194005af4d,e1ba1acf-3cf6-45c9-a86b-b143bd5ec42b,handheld,10909.94,CAD,2808.97,44499.94,2022-06-19,2017-04-10,approved,reservatio,ach,2001-03-08,2025-07-23 01:30:28.792377,2025-07-08 19:30:15.412939
5625c9d9-96dc-4bcd-8cca-5a92fe94ddde,dd37bd7e-72ad-44d7-95b7-2fb0fc9810d1,working,5002.81,GBP,4153.07,48537.55,2024-06-23,2017-03-22,cancelled,index,wire,2025-04-16,2025-05-16 07:03:29.267257,2025-12-24 09:10:10.591808
3ec72401-72df-483b-b6fd-f8eb609389ca,ee354a26-886a-4f83-9669-b530692b5828,measured,38347.9,CAD,4036.16,17321.84,2010-08-15,2017-06-29,approved,conducted,ach,2019-02-05,2025-05-03 06:45:38.599091,2025-03-12 03:56:52.356919
4adfd9d8-c275-43c3-97d9-8d3c9cbed8f0,19dc65a3-007a-4be3-a20b-0247e2522c8b,respond,16908.94,GBP,4619.13,6698.21,2025-02-03,2008-01-10,draft,syntax,wire,2007-01-01,2025-06-04 15:54:37.240854,2025-03-01 03:49:57.142048
3c659d0e-4c83-4e55-91fb-adaae0bb16f2,af3f01d0-7284-4c84-bdb2-c378b31a90f8,partial,42181.06,EUR,3886.09,21987.01,2025-12-07,2020-12-15,paid,belief,wire,2014-09-30,2025-05-17 19:59:47.378087,2025-09-14 21:52:11.702956
da5a503f-ff12-4ba8-8ac0-9294f6e03641,922580b4-0f8f-4cec-9636-db9eb206c70a,usr,7532.71,CAD,2938.06,42545.65,2005-01-31,2023-12-26,paid,screening,card,2007-06-24,2025-05-01 01:19:37.162324,2025-03-13 20:28:50.910992
d54635e4-b0b0-465b-adcd-2ca68b4a0eed,ebbcb24e-d2e2-414d-9789-8d9077b36dba,described,42503.2,CAD,1359.51,49454.77,2002-08-15,2022-03-01,paid,dose,ach,2019-02-25,2025-06-20 23:56:24.369475,2025-09-17 05:46:52.261509
ec6c7a78-dd35-4d58-a4f3-f94b8855c3f0,f69da832-6e02-4eee-8577-0cd76f7f847e,ed,42746.38,CAD,4162.65,9117.08,2020-08-19,2006-08-28,draft,mo,check,2019-11-07,2025-06-04 01:28:35.206084,2025-07-05 06:38:17.457614
5d982aa0-1094-4e4b-85e9-508612426dae,e7ecb48d-acac-404b-941e-9981e5727f36,near,37641.41,GBP,4.89,36757.63,2013-02-20,2011-03-31,paid,says,ach,2012-02-08,2025-06-07 03:33:49.881021,2025-08-26 16:39:01.269425
6eb5b050-e555-429a-b15e-445005aa14f6,b15fde53-56c0-406b-8af2-0424d7a3e7a0,northern,25743.54,CAD,3001.96,49912.91,2020-07-05,2015-01-14,approved,peer,ach,2024-02-23,2025-12-24 23:57:08.894017,2025-11-02 23:16:00.009207
735e5c0a-74e9-4d4d-a8f3-74b3121250c0,af3f01d0-7284-4c84-bdb2-c378b31a90f8,grade,19525.39,GBP,4992.22,6511.44,2014-02-18,2009-09-13,overdue,soap,check,2002-06-19,2025-04-15 00:27:27.201416,2025-10-06 16:59:49.507837
37a968f5-0823-42eb-91c1-86763986ec02,02e7fba4-7f9c-4035-9099-1504f3f5bf03,improvemen,48984.56,CAD,1935.94,11193.02,2003-01-28,2011-03-13,overdue,carried,ach,2001-07-31,2025-01-10 15:46:08.438540,2025-04-09 03:13:51.788698
bb48d2ac-b9a2-4975-9ef2-77632338667e,b8859abb-826f-4991-9b5d-e2203a9bafae,gross,4152.58,GBP,966.66,33692.75,2006-03-16,2015-01-22,approved,discovered,ach,2011-12-23,2025-07-22 04:29:30.818056,2025-05-17 15:43:21.301630
01cf4be1-bdc8-4f5a-b3ea-b6b15253adf9,2460bcd2-d632-494f-92a1-8dfb9ef363d3,snow,41195.67,USD,4116.62,1499.14,2023-04-22,2019-10-17,pending_approval,feedback,check,2022-02-09,2025-07-30 22:14:46.695450,2025-07-21 13:13:02.901967
0c61f7d0-d462-4c8b-8ba8-2aab79cdb85e,ea39268b-2bfd-46aa-91cb-7ca1a81aa186,space,47272.64,CAD,1875.96,3173.65,2018-06-08,2001-08-20,pending_approval,von,check,2013-10-08,2025-12-28 03:20:55.958203,2025-02-13 22:17:38.082396
d65efcb3-7f8c-4824-9dd6-99deb1d4cb75,2224ec26-1fcb-4c56-911f-fd0e99461160,football,32449.43,USD,400.52,34679.43,2016-12-11,2018-09-18,cancelled,constant,check,2001-11-13,2025-09-16 01:50:25.012974,2025-10-01 20:35:52.687733
f4ab4257-ce35-4260-b09d-61f884fa1e41,7356f649-1ede-44b8-adf7-489a5ca2ef5f,attitude,3750.82,CAD,3688.65,3082.36,2006-02-12,2006-04-02,approved,sons,check,2023-12-15,2025-08-13 20:36:30.434650,2025-06-28 23:57:02.130203
f19f9573-94d4-49e0-8414-d0fa48b90751,af1e3d3f-e3bf-40b9-9830-eca1ed3ba107,particular,20448.77,GBP,885.95,34661.59,2013-02-20,2012-11-13,draft,affect,card,2019-10-24,2025-01-14 05:37:48.925668,2025-07-26 22:15:34.475852
3129403f-719c-4fc2-8e97-1624e97d4cda,5c3c9172-af3c-476f-bd7d-4606e0c43d27,dead,9875.39,EUR,2912.31,24437.92,2022-05-28,2015-04-14,pending_approval,awareness,check,2009-01-09,2025-06-17 01:27:19.257152,2025-09-24 01:44:36.996035
2dc326ef-b1ee-432e-99e5-4ce53d54009e,004af1db-94b2-4da6-8c04-e17c81b24188,recommenda,20615.63,GBP,718.24,40175.7,2001-04-25,2005-04-16,pending_approval,bb,check,2021-05-22,2025-04-26 20:28:40.045027,2025-06-21 15:12:11.431939
98510884-c41a-4c75-b7b9-bf4cd03cd25c,f16bf51e-5f1c-4270-8d8b-075e02f3fa99,cross,11103.49,EUR,1399.0,1023.3,2024-12-29,2004-07-10,paid,frequent,ach,2022-01-14,2025-05-24 19:18:20.133691,2025-07-29 08:23:02.099894
d95c577b-a07a-496a-8c60-104f1c7a5327,384a0894-c690-4826-8d93-ff4411e64cbb,contrast,24813.91,USD,2213.47,15554.4,2018-03-05,2015-12-02,draft,offline,ach,2001-05-25,2025-08-24 15:40:52.812657,2025-11-10 21:29:56.319048
1ab168ea-640a-4931-8506-60b73ca1cb86,f47dd000-e0b5-4415-8c5d-18f0261e005e,carrier,8199.38,USD,3571.58,24751.48,2007-11-22,2015-11-24,cancelled,emphasis,check,2013-11-25,2025-07-18 18:51:23.953234,2025-11-28 02:20:37.171626
eb474ea2-87f9-4497-baa3-213752046998,5e9821c6-db88-4015-8854-771d545dc23a,interracia,7072.55,USD,2016.1,47479.6,2019-11-11,2004-07-19,overdue,because,check,2000-12-07,2025-12-02 00:52:57.529562,2025-10-22 08:17:21.714951
fb5416e4-9690-4b1a-9139-3830f62e7c5f,794126e1-ce77-457c-860c-ee929dbc5e97,nationwide,33602.53,CAD,2981.56,19015.82,2023-03-05,2024-05-04,cancelled,generated,card,2009-04-19,2025-05-31 20:02:21.342750,2025-02-16 20:32:33.312214
ae564b32-756e-4d3a-a1c5-452fd5c201db,9e31824f-bf2c-4c66-98a0-4f6472409775,accounts,27817.68,GBP,460.35,47997.41,2024-06-20,2005-02-22,overdue,appeals,wire,2004-04-28,2025-10-09 03:34:49.539625,2025-07-09 07:43:42.117389
0c78edf0-ddf1-42ba-9ad0-e9b9a1768c06,3923e423-3ae9-417e-b654-d7b9fec70dee,walk,36276.91,EUR,4130.03,50763.31,2002-01-04,2024-10-29,draft,turn,wire,2012-12-17,2025-09-01 20:45:39.074284,2025-12-05 06:30:44.276824
e2c6e1ab-f67c-4734-a8c2-47bbafc6357e,eeddbd9b-cc6e-444c-b7fd-bf290d3ef7e4,certain,46162.19,GBP,4909.91,31141.63,2006-03-06,2006-04-02,overdue,karen,card,2017-11-16,2025-05-15 05:56:07.287123,2025-01-14 23:46:06.496298
a72bd9f7-c13c-490c-b2f1-2dd57b5fd192,583f8103-34c1-4b4c-916e-10717d356e3d,anarchist,46631.01,USD,333.97,42797.92,2021-05-16,2018-07-29,overdue,grown,wire,2010-04-30,2025-09-25 17:02:34.547944,2025-09-07 02:00:15.430378
da7a846c-8fab-417c-9b4c-30a2e18ecbc1,34a04efd-4d67-4565-9e91-86742bcf95c3,gt,1234.48,USD,4682.87,37137.32,2013-02-28,2007-11-13,cancelled,transforma,card,2018-12-29,2025-09-26 15:32:15.496230,2025-09-21 21:12:45.504279
8bddccd6-4bd9-4756-98c8-1a6422ba0c74,bc1a6020-f1a0-48f3-b4ae-a55301d134f9,religious,13213.67,EUR,4851.48,10994.31,2017-01-20,2007-02-20,cancelled,sms,check,2022-04-10,2025-03-27 01:23:01.612304,2025-07-02 02:42:29.880824
c2356354-4698-4e5f-a430-bceecd815839,9192d8aa-fa0f-444f-8d95-790e4613d04a,arm,22747.94,USD,445.93,7383.35,2013-03-15,2024-08-13,draft,were,wire,2011-12-15,2025-11-06 08:14:00.999986,2025-03-20 04:12:09.846340
bf9d701b-8d07-4cd7-ab26-7a1962a1aa4f,0da5efc0-1dc3-4b32-9ef5-8bfa6d7342b0,suggested,46576.19,EUR,1789.39,51190.55,2003-05-11,2006-04-17,cancelled,golden,card,2023-06-12,2025-10-10 19:39:15.340013,2025-03-22 15:29:25.226210
ced7e433-46d0-4378-83b6-cfd8469a113e,b8ac46c3-277f-4e9f-ba05-500c001751d2,crisis,10210.67,GBP,4579.1,22132.05,2008-08-04,2024-07-19,pending_approval,lodge,check,2013-12-23,2025-12-28 06:03:19.182961,2025-01-16 23:12:23.639309
42d86ebc-e77f-4cfd-bdba-5d0dc401731d,b1748825-cad0-4e04-823f-ea360deb7398,universiti,23412.92,CAD,4635.83,25587.6,2007-09-24,2024-05-04,cancelled,acute,wire,2013-04-19,2025-05-27 05:22:45.037482,2025-08-09 20:15:07.816564
4e4cab3e-75af-4175-8b1e-83a9e4b1cb76,2342c873-f7c8-4a33-a697-1bbfec921d67,mix,10325.36,USD,4980.55,49929.32,2000-07-22,2007-10-16,approved,daniel,check,2001-09-04,2025-01-14 21:33:01.147000,2025-09-04 11:46:06.379279
4282dc1a-0d2a-450f-9a6f-898ded29b05f,9adcaacb-64a9-4322-a18c-ec93d530eeb4,colors,33933.83,GBP,392.97,9069.72,2015-04-21,2022-03-11,overdue,domain,wire,2025-06-09,2025-09-01 18:59:13.876530,2025-11-13 19:41:30.815086
975f2fd8-6d03-4e62-ac46-7777a59bf2b3,6bdadebd-0f5d-4fce-a039-8a3ebcc4c38a,behind,19053.49,CAD,1094.36,23262.29,2012-08-31,2016-07-12,overdue,skill,ach,2002-09-12,2025-11-25 22:39:04.417895,2025-11-25 13:10:53.840784
